Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),ATVs not issued ,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Spain,BRAZIL,SAO PAULO,3.0,3.0,0.0,323.0,270.0,43.0,15.9,3.0,50.0,15.479876160990713,326.0,273.0,50.0,15.337423312883436
Spain,BULGARIA,SOFIA,0.0,0.0,0.0,300.0,283.0,21.0,7.4,2.0,9.0,3.0,300.0,285.0,9.0,3.0
Spain,CAMEROON,YAONDE,3.0,3.0,0.0,1728.0,847.0,44.0,5.2,11.0,848.0,49.074074074074076,1731.0,861.0,848.0,48.98902368573079
Spain,CANADA,MONTREAL,0.0,0.0,0.0,523.0,491.0,16.0,3.3,3.0,9.0,1.7208413001912046,523.0,494.0,9.0,1.7208413001912046
Spain,CANADA,OTTAWA,0.0,0.0,0.0,234.0,225.0,8.0,3.6,1.0,4.0,1.7094017094017095,234.0,226.0,4.0,1.7094017094017095
Spain,CANADA,TORONTO,0.0,0.0,0.0,1243.0,1206.0,26.0,2.2,1.0,36.0,2.8962188254223653,1243.0,1207.0,36.0,2.8962188254223653
Spain,CAPE VERDE,CIDADE DA PRAIA,0.0,0.0,0.0,1097.0,679.0,173.0,25.5,60.0,358.0,32.63445761166819,1097.0,679.0,358.0,32.63445761166819
Spain,CHILE,SANTIAGO DE CHILE,4.0,4.0,0.0,527.0,404.0,22.0,5.4,23.0,100.0,18.975332068311197,531.0,408.0,100.0,18.832391713747647
Spain,CHINA,BEIJING,0.0,0.0,0.0,90428.0,88393.0,2331.0,2.6,1.0,1253.0,1.385632768611492,90428.0,88394.0,1253.0,1.385632768611492
Spain,CHINA,GUANGZHOU (CANTON),0.0,0.0,0.0,49000.0,47075.0,977.0,2.1,1.0,1301.0,2.6551020408163266,49000.0,47076.0,1301.0,2.6551020408163266
Spain,CHINA,SHANGHAI,0.0,0.0,0.0,102397.0,100182.0,4679.0,4.7,175.0,1089.0,1.063507719952733,102397.0,100357.0,1089.0,1.063507719952733
Spain,COLOMBIA,BOGOTA,0.0,0.0,0.0,321.0,318.0,190.0,59.7,1.0,2.0,0.6230529595015576,321.0,318.0,2.0,0.6230529595015576
Spain,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0.0,0.0,0.0,2152.0,906.0,89.0,9.8,26.0,1092.0,50.74349442379182,2152.0,932.0,1092.0,50.74349442379182
Spain,COSTA RICA,SAN JOSE,2.0,2.0,0.0,102.0,95.0,21.0,22.1,5.0,2.0,1.9607843137254901,104.0,97.0,2.0,1.9230769230769231
Spain,COTE D'IVOIRE,ABIDJAN ,1.0,1.0,0.0,2189.0,1465.0,237.0,16.2,23.0,553.0,25.262677021470992,2190.0,1489.0,553.0,25.251141552511413
Spain,CROATIA,ZAGREB,0.0,0.0,0.0,25.0,25.0,8.0,32.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0
Spain,CUBA,HAVANA,44.0,43.0,0.0,18094.0,14655.0,819.0,5.6,3.0,2902.0,16.038465789764565,18138.0,14701.0,2902.0,15.999558937038264
Spain,CYPRUS,NICOSIA,2.0,2.0,0.0,268.0,247.0,47.0,19.0,4.0,17.0,6.343283582089552,270.0,249.0,17.0,6.296296296296296
Spain,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,5.0,4.0,0.0,29634.0,21032.0,6123.0,29.1,2.0,8363.0,28.220962408044812,29639.0,21038.0,8363.0,28.216201626235705
Spain,ECUADOR,GUAYAQUIL,27.0,23.0,0.0,23253.0,18722.0,5051.0,27.0,442.0,4089.0,17.584827764159463,23280.0,18745.0,4089.0,17.56443298969072
Spain,ECUADOR,QUITO,3.0,3.0,0.0,26863.0,22227.0,4244.0,19.1,1.0,4217.0,15.698172207125042,26866.0,22231.0,4217.0,15.69641926598675
Spain,EGYPT,ALEXANDRIA,0.0,0.0,0.0,3773.0,2815.0,303.0,10.8,2.0,920.0,24.383779485820302,3773.0,2817.0,920.0,24.383779485820302
Spain,EGYPT,CAIRO,1.0,0.0,0.0,11466.0,8661.0,276.0,3.2,33.0,1948.0,16.9893598465027,11467.0,8694.0,1948.0,16.987878259352925
Spain,EL SALVADOR,SAN SALVADOR,0.0,0.0,0.0,69.0,70.0,17.0,24.3,-1.0,0.0,0.0,69.0,70.0,-1.0,-1.4492753623188406
Spain,EQUATORIAL GUINEA,BATA,63.0,62.0,0.0,3876.0,2800.0,406.0,14.5,217.0,753.0,19.427244582043343,3939.0,3079.0,753.0,19.116527037319116
Spain,EQUATORIAL GUINEA,MALABO,6.0,5.0,0.0,8902.0,5090.0,1236.0,24.3,1064.0,1877.0,21.085149404628172,8908.0,6159.0,1877.0,21.07094746295465
Spain,ESTONIA,TALLINN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Spain,ETHIOPIA,ADDIS ABEBA,0.0,0.0,0.0,981.0,727.0,57.0,7.8,14.0,199.0,20.285423037716615,981.0,741.0,199.0,20.285423037716615
Spain,FINLAND,HELSINKI,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,16.666666666666664
Spain,FRANCE,BORDEAUX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Spain,FRANCE,LYON,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,
Spain,FRANCE,MARSEILLE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Spain,FRANCE,PARIS,0.0,0.0,0.0,246.0,234.0,142.0,60.7,3.0,9.0,3.6585365853658534,246.0,237.0,9.0,3.6585365853658534
Spain,GABON,LIBREVILLE,0.0,0.0,0.0,686.0,452.0,12.0,2.7,5.0,229.0,33.38192419825073,686.0,452.0,229.0,33.38192419825073
Spain,GERMANY,BERLIN,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Spain,GERMANY,DUSSELDORF,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,8.0,1.0,11.11111111111111
Spain,GERMANY,FRANKFURT/MAIN,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0
Spain,GERMANY,HAMBURG,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0
Spain,GERMANY,MUNICH,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Spain,GHANA,ACCRA,0.0,0.0,0.0,3152.0,1615.0,261.0,16.2,31.0,1293.0,41.02157360406091,3152.0,1646.0,1293.0,41.02157360406091
Spain,GREECE,ATHENS,0.0,0.0,0.0,13.0,11.0,0.0,0.0,1.0,1.0,7.6923076923076925,13.0,12.0,1.0,7.6923076923076925
Spain,GUATEMALA,GUATEMALA CITY,2.0,2.0,0.0,141.0,134.0,10.0,7.5,1.0,6.0,4.25531914893617,143.0,137.0,6.0,4.195804195804196
Spain,GUINEA,CONAKRY,12.0,10.0,0.0,545.0,225.0,1.0,0.4,34.0,286.0,52.477064220183486,557.0,235.0,286.0,51.34649910233393
Spain,GUINEA-BISSAU,BISSAU,14.0,9.0,4.0,1383.0,887.0,97.0,10.9,4.0,407.0,29.42877801879971,1397.0,900.0,411.0,29.4201861130995
Spain,HAITI,PORT AU PRINCE,28.0,15.0,13.0,1153.0,790.0,176.0,22.3,42.0,321.0,27.840416305290542,1181.0,805.0,334.0,28.281117696867064
Spain,HONDURAS,TEGUCIGALPA,1.0,1.0,0.0,29.0,27.0,3.0,11.1,2.0,0.0,0.0,30.0,28.0,2.0,6.666666666666667
Spain,HONG KONG S.A.R.,HONG KONG,0.0,0.0,0.0,1318.0,1298.0,280.0,21.6,5.0,15.0,1.1380880121396053,1318.0,1298.0,15.0,1.1380880121396053
Spain,HUNGARY,BUDAPEST,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,20.0
Spain,INDIA,MUMBAI,7.0,7.0,0.0,40958.0,38838.0,409.0,1.1,1.0,2070.0,5.053957712778944,40965.0,38846.0,2070.0,5.053094104723545
Spain,INDIA,NEW DELHI,1.0,1.0,0.0,26290.0,22555.0,812.0,3.6,8.0,3089.0,11.749714720426017,26291.0,22564.0,3089.0,11.749267810277281
Spain,INDONESIA,JAKARTA,0.0,0.0,0.0,16126.0,15598.0,175.0,1.1,6.0,416.0,2.5796849807763857,16126.0,15604.0,416.0,2.5796849807763857
Spain,IRAN,TEHERAN,0.0,0.0,0.0,23219.0,14649.0,828.0,5.7,65.0,7581.0,32.649984926138075,23219.0,14714.0,7581.0,32.649984926138075
Spain,IRAQ,BAGHDAD,0.0,0.0,0.0,1352.0,1184.0,476.0,40.2,9.0,58.0,4.289940828402367,1352.0,1193.0,58.0,4.289940828402367
Spain,IRELAND,DUBLIN,1.0,0.0,0.0,2747.0,2602.0,282.0,10.8,8.0,23.0,0.8372770294867127,2748.0,2610.0,23.0,0.8369723435225619
Spain,ISRAEL,JERUSALEM,8.0,7.0,1.0,5352.0,3905.0,568.0,14.5,67.0,787.0,14.704783258594917,5360.0,3979.0,788.0,14.701492537313431
Spain,ISRAEL,TEL AVIV,2.0,2.0,0.0,568.0,543.0,74.0,13.6,4.0,9.0,1.584507042253521,570.0,549.0,9.0,1.5789473684210527
Spain,ITALY,MILAN,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,8.0,1.0,11.11111111111111
Spain,ITALY,ROME,5.0,5.0,0.0,13.0,11.0,0.0,0.0,2.0,0.0,0.0,18.0,18.0,0.0,0.0
Spain,JAMAICA,KINGSTON,7.0,7.0,0.0,2929.0,2848.0,470.0,16.5,35.0,46.0,1.5705018777739843,2936.0,2855.0,46.0,1.5667574931880108
Spain,JAPAN,TOKYO,0.0,0.0,0.0,1509.0,1405.0,9.0,0.6,39.0,65.0,4.307488402915839,1509.0,1405.0,65.0,4.307488402915839
Spain,JORDAN,AMMAN,0.0,0.0,0.0,7680.0,6055.0,637.0,10.5,116.0,1009.0,13.138020833333334,7680.0,6171.0,1009.0,13.138020833333334
Spain,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,13131.0,12871.0,954.0,7.4,4.0,201.0,1.5307288096870002,13131.0,12875.0,201.0,1.5307288096870002
Spain,KENYA,NAIROBI,0.0,0.0,0.0,3927.0,3493.0,124.0,3.5,14.0,370.0,9.421950598421185,3927.0,3507.0,370.0,9.421950598421185
Spain,KUWAIT,KUWAIT,0.0,0.0,0.0,24464.0,22184.0,18247.0,82.3,41.0,2012.0,8.224329627207325,24464.0,22225.0,2012.0,8.224329627207325
Spain,LEBANON,BEIRUT,0.0,0.0,0.0,17055.0,14707.0,1351.0,9.2,209.0,1650.0,9.674582233948989,17055.0,14916.0,1650.0,9.674582233948989
Spain,MALAYSIA,KUALA LUMPUR,0.0,0.0,0.0,632.0,604.0,25.0,4.1,23.0,5.0,0.7911392405063291,632.0,604.0,5.0,0.7911392405063291
Spain,MALI,BAMAKO,5.0,3.0,2.0,1497.0,1016.0,341.0,33.6,43.0,396.0,26.452905811623246,1502.0,1062.0,398.0,26.498002663115845
Spain,MALTA,VALETTA,0.0,0.0,0.0,5.0,5.0,1.0,20.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Spain,MAURITANIA,NOUAKCHOTT,2.0,2.0,0.0,9351.0,6904.0,2993.0,43.4,61.0,1583.0,16.928670730403166,9353.0,6967.0,1583.0,16.925050785844114
Spain,MEXICO,GUADALAJARA,6.0,5.0,0.0,142.0,145.0,3.0,2.1,-3.0,0.0,0.0,148.0,150.0,-2.0,-1.3513513513513513
Spain,MEXICO,MEXICO CITY,4.0,3.0,0.0,332.0,285.0,16.0,5.6,12.0,35.0,10.542168674698797,336.0,288.0,35.0,10.416666666666668
Spain,MEXICO,MONTERREY,0.0,0.0,0.0,98.0,80.0,2.0,2.5,9.0,9.0,9.183673469387756,98.0,80.0,9.0,9.183673469387756
Spain,MOROCCO,AGADIR,0.0,0.0,0.0,11028.0,7973.0,3239.0,40.6,31.0,2515.0,22.805585781646716,11028.0,8004.0,2515.0,22.805585781646716
Spain,MOROCCO,CASABLANCA,2.0,2.0,0.0,63314.0,55683.0,18150.0,32.6,66.0,4911.0,7.7565783239094035,63316.0,55751.0,4911.0,7.756333312274938
Spain,MOROCCO,NADOR,0.0,0.0,0.0,26866.0,13419.0,3912.0,29.2,698.0,10808.0,40.229286086503386,26866.0,14117.0,10808.0,40.229286086503386
Spain,MOROCCO,RABAT,0.0,0.0,0.0,23342.0,16377.0,5898.0,36.0,64.0,5992.0,25.67046525576215,23342.0,16441.0,5992.0,25.67046525576215
Spain,MOROCCO,TANGER,1.0,0.0,0.0,60924.0,51960.0,26526.0,51.1,219.0,7011.0,11.50778018514871,60925.0,52179.0,7011.0,11.507591300779648
Spain,MOROCCO,TETOUAN,0.0,0.0,0.0,15494.0,11910.0,4261.0,35.8,300.0,2283.0,14.734736026849102,15494.0,12210.0,2283.0,14.734736026849102
Spain,MOZAMBIQUE,MAPUTO,1.0,1.0,0.0,1155.0,1037.0,75.0,7.2,1.0,54.0,4.675324675324675,1156.0,1039.0,54.0,4.671280276816609
Spain,NAMIBIA,WINDHOEK,0.0,0.0,0.0,1425.0,1339.0,176.0,13.1,2.0,40.0,2.807017543859649,1425.0,1341.0,40.0,2.807017543859649
Spain,NETHERLANDS,AMSTERDAM,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Spain,NEW ZEALAND,WELLINGTON,0.0,0.0,0.0,198.0,233.0,11.0,4.7,-38.0,3.0,1.5151515151515151,198.0,233.0,3.0,1.5151515151515151
Spain,NICARAGUA,MANAGUA,1.0,1.0,0.0,28.0,23.0,6.0,26.1,5.0,0.0,0.0,29.0,24.0,5.0,17.24137931034483
Spain,NIGER,NIAMEY,2.0,1.0,1.0,840.0,664.0,222.0,33.4,24.0,131.0,15.595238095238095,842.0,689.0,132.0,15.676959619952493
Spain,NIGERIA,ABUJA,1.0,1.0,0.0,128.0,107.0,7.0,6.5,8.0,13.0,10.15625,129.0,116.0,13.0,10.077519379844961
Spain,NIGERIA,LAGOS,6.0,4.0,1.0,6548.0,2752.0,92.0,3.3,35.0,3515.0,53.680513133781304,6554.0,2791.0,3516.0,53.64662801342691
Spain,NORTH MACEDONIA,SKOPJE,0.0,0.0,0.0,139.0,22.0,0.0,0.0,103.0,8.0,5.755395683453238,139.0,125.0,8.0,5.755395683453238
Spain,NORWAY,OSLO,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
Spain,OMAN,MUSCAT,0.0,0.0,0.0,8419.0,7860.0,2101.0,26.7,59.0,278.0,3.302054875875995,8419.0,7919.0,278.0,3.302054875875995
Spain,PAKISTAN,ISLAMABAD,33.0,26.0,6.0,10114.0,5545.0,758.0,13.7,16.0,3908.0,38.63950959066641,10147.0,5587.0,3914.0,38.57297723465064
Spain,PANAMA,PANAMA CITY,1.0,1.0,0.0,624.0,556.0,114.0,20.5,51.0,17.0,2.7243589743589745,625.0,557.0,17.0,2.7199999999999998
Spain,PARAGUAY,ASUNCION,3.0,4.0,0.0,42.0,38.0,5.0,13.2,-2.0,6.0,14.285714285714285,45.0,42.0,6.0,13.333333333333334
Spain,PERU,LIMA,0.0,0.0,0.0,272.0,248.0,95.0,38.3,23.0,1.0,0.3676470588235294,272.0,248.0,1.0,0.3676470588235294
Spain,PHILIPPINES,MANILA,1.0,1.0,0.0,19410.0,17872.0,2787.0,15.6,8.0,1426.0,7.346728490468831,19411.0,17881.0,1426.0,7.346350007727577
Spain,POLAND,WARSAW,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,2.0,20.0,10.0,8.0,2.0,20.0
Spain,PORTUGAL,LISBON,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
Spain,QATAR,DOHA,0.0,0.0,0.0,7531.0,6672.0,2894.0,43.4,140.0,340.0,4.514672686230249,7531.0,6812.0,340.0,4.514672686230249
Spain,ROMANIA,BUCHAREST,1.0,0.0,0.0,384.0,353.0,53.0,15.0,8.0,23.0,5.989583333333334,385.0,353.0,23.0,5.974025974025974
Spain,RUSSIAN FEDERATION,MOSCOW,2.0,2.0,0.0,484235.0,477319.0,438670.0,91.9,108.0,6563.0,1.3553336706351256,484237.0,477429.0,6563.0,1.3553280728238444
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,19973.0,19802.0,11959.0,60.4,4.0,64.0,0.3204325839883843,19973.0,19806.0,64.0,0.3204325839883843
Spain,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,40181.0,36046.0,29404.0,81.6,573.0,966.0,2.404121350887235,40181.0,36619.0,966.0,2.404121350887235
Spain,SENEGAL,DAKAR,8.0,3.0,5.0,8357.0,4239.0,357.0,8.4,4.0,3658.0,43.771688404929996,8365.0,4246.0,3663.0,43.789599521817095
Spain,SERBIA,BELGRADE,0.0,0.0,0.0,268.0,250.0,5.0,2.0,7.0,11.0,4.104477611940299,268.0,250.0,11.0,4.104477611940299
Spain,SINGAPORE,SINGAPORE,0.0,0.0,0.0,2779.0,2704.0,344.0,12.7,20.0,55.0,1.9791291831594098,2779.0,2704.0,55.0,1.9791291831594098
Spain,SLOVAKIA,BRATISLAVA,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Spain,SOUTH AFRICA,CAPE TOWN,3.0,3.0,0.0,9139.0,8876.0,582.0,6.6,100.0,163.0,1.7835649414596784,9142.0,8879.0,163.0,1.7829796543425944
Spain,SOUTH AFRICA,PRETORIA,3.0,3.0,0.0,12680.0,12377.0,1806.0,14.6,20.0,119.0,0.9384858044164038,12683.0,12400.0,119.0,0.9382638177087441
Spain,SOUTH KOREA,SEOUL,2.0,2.0,0.0,332.0,309.0,3.0,1.0,13.0,10.0,3.0120481927710845,334.0,311.0,10.0,2.9940119760479043
Spain,SUDAN,KHARTOUM,0.0,0.0,0.0,1399.0,863.0,83.0,9.6,14.0,438.0,31.308077197998568,1399.0,877.0,438.0,31.308077197998568
Spain,SWEDEN,STOCKHOLM,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Spain,SWITZERLAND,BERN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Spain,SWITZERLAND,GENEVA,0.0,0.0,0.0,8.0,5.0,1.0,20.0,2.0,1.0,12.5,8.0,7.0,1.0,12.5
Spain,SWITZERLAND,ZURICH,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Spain,TANZANIA,DAR ES SALAAM,0.0,0.0,0.0,889.0,704.0,35.0,5.0,3.0,142.0,15.973003374578179,889.0,707.0,142.0,15.973003374578179
Spain,THAILAND,BANGKOK,0.0,0.0,0.0,13218.0,12928.0,446.0,3.4,33.0,189.0,1.4298683613254652,13218.0,12961.0,189.0,1.4298683613254652
Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,3.0,4.0,0.0,141.0,140.0,67.0,47.9,0.0,1.0,0.7092198581560284,144.0,144.0,1.0,0.6944444444444444
Spain,TUNISIA,TUNIS,1.0,0.0,0.0,9553.0,7174.0,1337.0,18.6,30.0,1931.0,20.213545483094318,9554.0,7204.0,1931.0,20.211429767636595
Spain,TURKEY,ANKARA,0.0,0.0,0.0,10364.0,8362.0,1359.0,16.3,14.0,1640.0,15.824006175221921,10364.0,8376.0,1640.0,15.824006175221921
Spain,TURKEY,ISTANBUL,6.0,6.0,0.0,33507.0,32260.0,8446.0,26.2,5.0,791.0,2.360700749097204,33513.0,32271.0,791.0,2.360278101035419
Spain,UKRAINE,KYIV,2.0,1.0,0.0,3221.0,2819.0,379.0,13.4,4.0,334.0,10.369450481217013,3223.0,2824.0,334.0,10.363015823766677
Spain,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,19999.0,15932.0,1605.0,10.1,453.0,2751.0,13.75568778438922,19999.0,16385.0,2751.0,13.75568778438922
Spain,UNITED KINGDOM,EDINBURGH,0.0,0.0,0.0,5084.0,4771.0,66.0,1.4,3.0,72.0,1.4162077104642015,5084.0,4774.0,72.0,1.4162077104642015
Spain,UNITED KINGDOM,LONDON,15.0,12.0,0.0,20493.0,19583.0,768.0,3.9,27.0,298.0,1.4541550773434833,20508.0,19622.0,298.0,1.453091476496977
Spain,URUGUAY,MONTEVIDEO,0.0,0.0,0.0,79.0,80.0,3.0,3.8,-1.0,0.0,0.0,79.0,80.0,-1.0,-1.2658227848101267
Spain,USA,"BOSTON, MA",0.0,0.0,0.0,1154.0,1155.0,16.0,1.4,-1.0,0.0,0.0,1154.0,1155.0,-1.0,-0.08665511265164644
Spain,USA,"CHICAGO, IL",0.0,0.0,0.0,1887.0,1839.0,137.0,7.4,38.0,10.0,0.5299417064122947,1887.0,1839.0,10.0,0.5299417064122947
Spain,USA,"HOUSTON, TX",1.0,1.0,0.0,1075.0,1040.0,100.0,9.6,29.0,6.0,0.5581395348837209,1076.0,1041.0,6.0,0.5576208178438662
Spain,USA,"LOS ANGELES, CA",0.0,0.0,0.0,1648.0,1624.0,182.0,11.2,24.0,0.0,0.0,1648.0,1624.0,24.0,1.4563106796116505
Spain,USA,"MIAMI, FL",0.0,0.0,0.0,4748.0,4718.0,139.0,2.9,10.0,20.0,0.42122999157540014,4748.0,4718.0,20.0,0.42122999157540014
Spain,USA,"NEW YORK, NY",0.0,0.0,0.0,9904.0,9404.0,535.0,5.7,79.0,201.0,2.0294830371567043,9904.0,9483.0,201.0,2.0294830371567043
Spain,USA,"SAN FRANCISCO, CA",1.0,1.0,0.0,2108.0,2102.0,70.0,3.3,1.0,5.0,0.23719165085388993,2109.0,2104.0,5.0,0.2370791844476055
Spain,USA,"SAN JUAN, PR",0.0,0.0,0.0,120.0,116.0,5.0,4.3,4.0,0.0,0.0,120.0,116.0,4.0,3.3333333333333335
Spain,USA,"WASHINGTON, DC",5.0,5.0,0.0,1900.0,1881.0,100.0,5.3,1.0,18.0,0.9473684210526316,1905.0,1887.0,18.0,0.9448818897637795
Spain,VENEZUELA,CARACAS,3.0,1.0,1.0,143.0,90.0,13.0,14.4,4.0,49.0,34.26573426573427,146.0,91.0,50.0,34.24657534246575
Spain,VIETNAM,HANOI,0.0,0.0,0.0,2620.0,2275.0,50.0,2.2,2.0,239.0,9.122137404580153,2620.0,2277.0,239.0,9.122137404580153
Spain,ZIMBABWE,HARARE,0.0,0.0,0.0,608.0,591.0,39.0,6.6,10.0,7.0,1.151315789473684,608.0,591.0,7.0,1.151315789473684
Sweden,AFGHANISTAN,KABUL,0.0,0.0,0.0,35.0,21.0,3.0,14.3,11.0,3.0,8.571428571428571,35.0,21.0,3.0,8.571428571428571
Sweden,ALGERIA,ALGIERS,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Sweden,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sweden,AUSTRALIA,CANBERRA,0.0,0.0,0.0,10.0,7.0,5.0,71.4,3.0,0.0,0.0,10.0,7.0,3.0,30.0
Sweden,BANGLADESH,DHAKA,4.0,3.0,0.0,7025.0,4237.0,943.0,22.3,56.0,2637.0,37.537366548042705,7029.0,4296.0,2637.0,37.516005121638926
Sweden,BOLIVIA,LA PAZ,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,13.0,11.0,5.0,45.5,0.0,2.0,15.384615384615385,13.0,11.0,2.0,15.384615384615385
Sweden,CHILE,SANTIAGO DE CHILE,0.0,0.0,0.0,48.0,43.0,16.0,37.2,1.0,2.0,4.166666666666666,48.0,44.0,2.0,4.166666666666666
Sweden,CHINA,BEIJING,0.0,0.0,0.0,59036.0,56306.0,2818.0,5.0,115.0,1991.0,3.3725184633105227,59036.0,56421.0,1991.0,3.3725184633105227
Sweden,CHINA,SHANGHAI,0.0,0.0,0.0,28900.0,28059.0,2201.0,7.8,100.0,452.0,1.5640138408304498,28900.0,28159.0,452.0,1.5640138408304498
Sweden,COLOMBIA,BOGOTA,0.0,0.0,0.0,1290.0,979.0,345.0,35.2,3.0,245.0,18.992248062015506,1290.0,982.0,245.0,18.992248062015506
Sweden,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0.0,0.0,0.0,54.0,1.0,1.0,100.0,6.0,47.0,87.03703703703704,54.0,7.0,47.0,87.03703703703704
Sweden,CROATIA,ZAGREB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sweden,CUBA,HAVANA,0.0,0.0,0.0,1557.0,1239.0,66.0,5.3,14.0,275.0,17.662170841361593,1557.0,1253.0,275.0,17.662170841361593
Sweden,EGYPT,CAIRO,0.0,0.0,0.0,2824.0,1503.0,375.0,25.0,23.0,1248.0,44.19263456090651,2824.0,1526.0,1248.0,44.19263456090651
Sweden,ETHIOPIA,ADDIS ABEBA,1.0,1.0,0.0,2469.0,1867.0,106.0,5.7,35.0,441.0,17.861482381530987,2470.0,1903.0,441.0,17.85425101214575
Sweden,FRANCE,PARIS,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Sweden,GERMANY,BERLIN,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0
Sweden,GREECE,ATHENS,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
Sweden,GUATEMALA,GUATEMALA CITY,0.0,0.0,0.0,25.0,16.0,12.0,75.0,9.0,0.0,0.0,25.0,16.0,9.0,36.0
Sweden,INDIA,NEW DELHI,0.0,0.0,0.0,24707.0,22091.0,9005.0,40.8,117.0,1943.0,7.864168049540616,24707.0,22208.0,1943.0,7.864168049540616
Sweden,INDONESIA,JAKARTA,0.0,0.0,0.0,3018.0,2811.0,1474.0,52.4,88.0,54.0,1.7892644135188867,3018.0,2899.0,54.0,1.7892644135188867
Sweden,IRAN,TEHERAN,0.0,0.0,0.0,15612.0,8132.0,2312.0,28.4,98.0,5121.0,32.80169100691776,15612.0,8230.0,5121.0,32.80169100691776
Sweden,IRAQ,BAGHDAD,0.0,0.0,0.0,199.0,187.0,65.0,34.8,12.0,0.0,0.0,199.0,187.0,12.0,6.030150753768844
Sweden,ISRAEL,JERUSALEM,0.0,0.0,0.0,756.0,441.0,76.0,17.2,13.0,188.0,24.867724867724867,756.0,454.0,188.0,24.867724867724867
Sweden,ISRAEL,TEL AVIV,0.0,0.0,0.0,40.0,37.0,4.0,10.8,3.0,0.0,0.0,40.0,37.0,3.0,7.5
